y_test,y_pred
[206.8273],117.4195088482572
[206.8272],146.8115361917492
[204.0288],82.69957161524513
[197.1271],64.4894508278499
[89.8733],43.86312199452007
[89.8719],61.60928968151151
[59.9427],58.07950944752787
[49.7636],62.57151496571275
[28.9973],55.47791826782163
[28.9967],54.56059177184926
[25.6762],59.866000442489835
[24.0594],56.83989949192967
[10.8156],20.983562054604008
[10.8129],48.30804565752928
[4.0238],13.390363684067474
[4.0238],69.65587915528783
[1.1559],26.935124975424714
[0.7372],77.18722547382174
[0.0005],91.52779138781383
[0.0003],119.32965089924133
[217.9356],117.4195088482572
[217.9356],205.4244485004502
[213.1036],140.71693664860396
[155.1969],107.75559614474003
[126.1957],107.00794413365598
[125.9528],102.64179790845523
[125.9528],98.49312889771952
[121.2213],94.61026692771951
[91.231],86.40998429088543
[91.1228],142.40639723748401
[91.1222],171.33209520287062
[647.854],117.4195088482572
[647.854],146.8115654883303
[592.2441],54.729814939119535
[587.2388],56.02442602298207
[587.2293],123.96528477932776
[587.2289],111.08539065319725
[587.0666],113.71254998394134
[583.9935],290.0403808893096
[564.2266],374.15835320089946
[556.9944],364.2924494522786
[556.986],350.57402434026005
[556.986],346.37280006950465
[556.0246],347.2754949434998
[550.059],326.9729098918711
[550.0339],338.70758069427103
[550.0338],364.5063666970339
[550.0336],414.7708654754
[361.2085],354.5063059140041
[76.9556],285.62112208609636
[76.9157],301.0258389049799
[76.8408],299.14352554411056
[9.9841],260.12991949770475
[0.0004],305.04409690602887
[0.0003],383.07742746839307
[164.9985],117.4195088482572
[164.9985],146.8115654883303
[161.8063],82.65386413358556
[60.0689],37.58159883279167
[52.0431],63.004258958540674
[51.9631],71.05315454603324
[51.8505],66.37300392554914
[44.0074],51.19569681316531
[41.4603],55.39655507017861
[37.6334],49.360782904984475
[15.7524],19.25268338731491
[15.7512],35.64718716673823
[15.7465],7.1393470536703205
[14.7433],-8.342700852162167
[14.7433],-13.046224146622247
[14.7432],-14.917798411919776
[2.8789],-8.795444811099031
[2.8785],22.927930652071083
[2.8779],-11.188075659488478
[2.8496],16.13835308343603
[2.8496],14.83467039687011
[2.0987],-24.810920729147213
[2.0987],15.596554010803203
[0.1088],24.102482736654515
[0.0003],36.19366368392696
[155.8057],117.4195088482572
[155.8057],146.81208007709995
[153.2379],82.76757979642342
[51.2574],36.337952656085506
[43.2125],76.05927482332991
[43.2114],63.477785070278685
[43.1483],68.6976631529357
[33.7105],60.49118031204866
[33.0842],31.808430097879658
[9.0852],50.38245404744811
[7.2411],28.76912624275677
[6.9285],19.453719884298437
[6.9285],14.585439380981846
[6.024],12.448842512665834
[0.276],-3.250300995822556
[0.0012],73.94499191297093
[0.0011],101.4632296000489
[276.0136],117.4195088482572
[276.0136],146.8115654883303
[275.8826],83.48096429577429
[141.9042],26.92616127733182
[87.117],30.632871444082838
[87.1124],71.58670561964921
[87.1122],58.657256180648226
[66.0269],75.57428751883955
[63.8585],75.45520065325425
[37.859],37.88976398287495
[37.8444],42.463251698935956
[34.9424],54.58619713504498
[34.9424],69.27033068270177
[3.1573],50.799869214089085
[3.1573],32.85586598982673
[0.9314],30.33439542478996
[0.2177],46.563583030801134
[0.0004],129.33091279270826
[0.0003],168.81699844295093
[163.7857],117.4195088482572
[163.7857],146.8115654883303
[158.1547],81.8697809827472
[56.1254],36.314586297446
[48.9599],46.10372474576151
[48.9551],81.0731553186873
[48.9549],68.1437644728485
[48.758],79.25504541407935
[37.7103],70.42224442068267
[31.1621],43.5020719188737
[31.1509],62.6111304076451
[17.9054],17.514971929113955
[17.9054],58.2891349854401
[3.2934],12.129948027481852
[0.2619],0.6768132929757513
[0.0006],77.11160952972307
[0.0003],106.59619398420298
[480.8674],117.4195088482572
[480.8674],146.8115011647341
[469.7535],80.26328576710631
[378.9315],39.855943974880915
[362.6919],49.0537623575112
[362.6899],83.69599837514272
[362.6896],70.76575792845217
[353.9026],75.36455211006164
[346.9172],70.23126750034092
[342.9646],42.99847098870974
[342.9531],72.07278110630669
[342.9528],59.27950285650789
[342.596],64.95210673269592
[339.6858],58.5437278994468
[327.6775],23.428207377833857
[327.6652],37.59130112943264
[322.6583],182.47593034251886
[320.6027],204.5148186779372
[320.6009],181.18610639898304
[48.7649],117.41840249185064
[47.7322],176.80974121894693
[47.7317],208.30893734503084
[47.7305],194.66082249492362
[42.8674],198.70400057287299
[42.6588],194.4067110959973
[35.7452],175.07116337757816
[29.015],149.05727609923827
[29.015],179.6802683138621
[21.9817],138.29489950835097
[21.9817],133.48660688018236
[12.0125],130.56349396980178
[0.663],121.15007539616464
[0.0003],179.14309548450117
[0.0002],225.824264354756
[200.7729],117.4195088482572
[200.7729],146.8217929401272
[98.9593],75.78533244997904
[82.7771],80.91985217346706
[82.7725],109.16431705826841
[82.7722],96.27368977479536
[82.7652],100.70408831294661
[77.9912],107.12813965363776
[77.6206],76.20615865811476
[56.6614],46.9713977635396
[53.8888],52.30018781288729
[53.8284],33.64003006172025
[53.7781],43.13260513427044
[53.7779],99.16877265687019
[0.0162],78.85707293384911
[95.9352],117.4195088482572
[95.9352],146.81188710631133
[28.7169],51.32927223728021
[25.9047],50.661099488725654
[25.8981],47.90962995934662
[11.9648],47.373485978779335
[11.9648],35.06637734722183
[11.6664],19.336082099568017
[11.6664],15.203672691339968
[6.9841],20.141382254357808
[0.6472],0.20595378649974094
[0.0009],13.676320605275919
[0.0008],82.88892165690922
[146.116],117.4195088482572
[146.116],146.8115011647341
[45.1827],41.492775404726075
[29.1107],46.430563451899204
[29.1055],75.96924189661618
[29.1052],63.03993894052067
[29.0454],68.033909896909
[26.837],61.74380200595098
[23.2089],40.013877084056915
[5.8958],48.32277046063013
[5.8951],51.45079764172524
[2.2223],31.69189889143047
[2.2223],3.6434649915437163
[0.1095],3.0240670333815203
[0.0644],-5.487011771346374
[0.0002],68.91797814446923
[197.0559],117.4195088482572
[197.0559],146.84726508422517
[99.2498],50.93863288734738
[83.254],54.953700950618185
[83.2483],83.1109443005707
[83.248],70.59236534196975
[83.2173],73.38264448270654
[73.9212],65.51108261949486
[20.1862],20.041594348314455
[20.1744],49.20909286373148
[14.9807],8.221501536785993
[14.9807],79.33236601905742
[14.1972],43.20095507218571
[13.9636],23.926871721250585
[13.3253],33.80280883080552
[13.3252],59.77950473174466
[13.325],115.68106618730498
[0.0558],104.65451644614195
[194.8221],117.4195088482572
[194.8221],150.00291639054296
[98.9174],77.48820007156073
[84.7076],81.46945988024801
[84.6988],109.10255809783166
[84.6985],96.17443846584798
[83.9622],98.65058052471352
[83.849],93.20001647113945
[73.9274],58.5451104401771
[73.9032],71.53237330190399
[54.8847],36.85546173599783
[54.8847],79.33635408202224
[53.8446],43.53211220233564
[53.8011],24.441963646022167
[53.7345],34.39546800709526
[53.7343],29.93862639676546
[53.7342],55.73037484522046
[53.734],110.48311687252429
[4.9617],87.83232379037844
[155.2615],117.4195088482572
[155.2615],146.83684466163965
[60.2026],43.26291699206701
[44.9127],47.79500348569546
[44.9092],75.74602247088696
[44.9089],84.21829002087725
[44.2898],86.69409725443045
